T099;2500734;04898-120;6;53;6;1;1;4;7;3;1;2;1;1;2;6;1979;5;1;2
T061;2901106;04898-130;1;64;6;2;2;-;5;2;1;3;1;2;1;7;1984;1;2;1
T048;2901155;04898-140;5;63;1;3;1;4;1;7;3;-;4;1;1;1;1967;5;2;1
T075;2700201;03982-065;5;12;5;3;2;-;6;3;3;-;4;1;2;12;1978;1;2;2
T080;2901205;03129-055;1;63;6;3;2;-;2;6;2;-;4;1;1;7;1992;3;1;1
T134;2100709;04893-110;6;12;1;3;1;1;4;2;3;-;12;2;1;10;1977;5;2;1
T057;2100808;04893-190;1;65;4;3;2;-;6;4;1;3;1;1;1;7;1959;1;1;2
T013;2901304;04893-140;5;53;4;2;1;5;2;6;1;1;12;1;2;11;1978;1;1;2
T028;2901353;08430-883;6;13;4;3;1;4;3;2;2;-;4;1;2;11;1955;1;2;2
T134;2601003;04865-200;6;53;2;4;1;5;7;1;1;1;1;1;1;3;1987;1;1;3
T065;2901403;02813-015;6;11;1;1;2;-;1;4;1;3;2;2;1;9;1959;3;2;2
T082;2200608;02311-060;5;62;2;1;1;6;9;5;1;2;10;1;2;1;1984;1;1;1
T071;2400802;02997-005;1;12;6;4;2;-;8;7;1;3;10;2;1;4;1966;2;1;1
T155;2901502;08460-590;1;15;1;4;1;5;7;3;1;2;6;2;1;10;1985;2;2;2
T194;2901601;03557-025;1;63;4;2;2;-;6;4;1;3;6;2;2;9;1950;5;2;3
T174;2300804;04893-150;1;64;1;4;2;-;6;7;2;-;1;2;2;4;1952;4;1;3
T083;2200806;04866-220;1;12;2;3;1;4;2;1;2;-;3;2;1;5;1970;3;1;2
T026;2901700;04893-160;1;51;1;0;1;4;7;4;3;-;6;2;2;3;1978;3;2;3
T083;2901809;03728-205;1;12;4;4;1;5;2;6;3;-;3;1;2;10;1988;5;2;1
T157;2400901;04922-100;6;14;4;4;1;5;1;3;2;-;10;2;1;11;1964;5;1;1
T032;2200707;03637-035;5;15;2;0;1;5;7;3;1;2;10;2;2;4;1960;4;2;1
T183;2500775;08070-165;5;64;6;4;2;-;7;6;2;-;10;1;1;5;1957;2;1;3
T161;2100832;04893-130;1;61;3;2;2;-;5;5;1;1;6;1;2;11;1955;1;2;2
T012;2401008;04845-085;1;51;2;4;2;-;6;3;2;-;10;1;2;8;1970;1;2;1
T197;2901908;04866-210;5;63;1;3;2;-;9;3;2;-;3;2;1;6;1999;1;2;1
T057;2901957;04852-740;6;14;2;0;2;-;3;5;3;-;2;2;1;2;1975;3;2;2
T116;2300903;02635-174;5;14;4;3;2;-;2;5;3;-;4;2;1;10;1970;3;1;3
T102;2800209;08080-363;1;61;2;4;1;3;1;4;2;-;10;2;1;10;1985;1;2;2
T033;2301000;03637-110;6;51;2;0;1;4;5;4;1;3;12;1;1;3;1982;4;1;3
T150;2800308;04855-570;5;11;4;1;2;-;3;6;2;-;1;1;2;6;1989;2;2;3
T161;2301109;04855-550;1;61;2;2;1;5;5;6;1;1;1;2;1;8;1958;5;1;1
T086;2902005;04855-540;1;64;5;3;1;4;6;3;3;-;10;1;1;4;2000;3;1;3
T004;2902104;04855-535;1;63;6;0;1;1;6;2;3;-;3;2;1;3;1950;2;1;2
T111;2301208;02837-185;1;11;2;0;2;-;2;3;1;3;1;1;1;10;1966;1;1;1
T119;2100873;04777-030;5;14;1;4;2;-;1;3;3;-;4;1;1;5;1988;4;1;1
T171;2100907;08295-003;1;51;4;1;2;-;3;3;1;2;2;1;2;11;1988;4;2;1
T060;2902203;04843-445;6;51;1;1;1;5;3;1;2;-;12;2;2;1;1989;4;2;3
T004;2100956;04843-435;6;61;2;2;2;-;8;2;3;-;6;2;2;12;1984;2;1;1
T030;2700300;04843-425;5;12;4;0;2;-;4;7;2;-;12;2;1;1;1976;1;2;2
T148;2500908;04856-690;1;64;6;4;1;6;9;5;1;2;6;1;2;6;1991;2;2;2
T175;2301257;04852-026;5;64;6;1;2;-;9;3;3;-;12;2;2;2;1974;3;1;2
T186;2101004;04847-200;6;11;1;0;2;-;5;3;3;-;10;1;2;10;1954;5;2;2
T152;2301307;02635-172;6;64;1;2;2;-;3;6;1;1;3;2;2;2;1953;1;2;3
T102;2601102;05749-345;5;65;5;2;1;5;2;7;3;-;3;2;2;9;1951;5;1;2
T183;2501005;02075-033;1;63;3;0;2;-;9;1;1;2;10;2;1;8;1978;2;1;3
T067;2902252;04852-036;6;64;6;4;2;-;2;7;1;1;6;2;1;9;1958;1;2;1
T084;2301406;04852-760;6;62;3;3;2;-;1;7;2;-;2;1;2;7;1990;1;2;1
T072;2902302;04852-034;5;63;2;3;2;-;10;2;3;-;6;2;1;12;1979;1;1;2
T005;2800407;04852-750;5;52;3;2;2;-;1;5;2;-;10;1;1;8;1983;2;1;3
T165;2500809;05428-075;1;64;2;3;1;5;2;6;2;-;4;1;2;8;1956;2;2;3
T174;2902054;04853-200;5;64;2;1;2;-;4;5;2;-;12;2;1;3;1982;5;2;2
T111;2601052;04852-710;1;14;3;2;2;-;10;1;2;-;12;2;2;11;1992;3;1;1
T141;2601201;04852-720;1;63;2;4;1;6;10;2;1;2;2;2;1;6;1959;1;1;3
T041;2501104;04852-730;6;53;1;3;1;2;3;4;3;-;6;2;2;12;1966;1;1;3
T119;2401107;04856-700;5;14;1;0;1;6;2;7;1;2;1;1;2;10;1954;4;2;3
T191;2800506;04852-035;5;13;1;0;1;6;5;1;2;-;4;1;1;4;1978;4;1;3
T192;2501153;04194-450;6;13;2;1;2;-;1;3;1;1;1;1;2;9;1964;3;1;1
T059;2501203;04893-120;6;65;1;4;1;6;2;6;1;3;6;1;2;5;1970;3;1;2
T046;2301505;03517-035;6;12;1;3;2;-;3;4;3;-;2;2;2;4;1978;1;1;2
T082;2200905;04823-355;6;64;2;4;1;6;7;5;1;1;3;2;1;3;2000;1;1;1
T192;2501302;05813-095;1;11;6;3;1;4;6;7;2;-;6;1;2;11;1993;1;2;2
T137;2201002;08450-255;5;14;4;1;1;2;6;6;1;2;3;2;2;7;1973;2;2;3
T111;2401206;02271-045;1;51;4;3;1;4;9;3;1;1;2;1;2;8;1983;5;2;1
T131;2301604;03926-015;5;15;2;1;1;2;5;6;1;2;10;1;2;11;1973;2;1;2
T137;2501351;05634-025;1;15;4;0;2;-;1;2;1;1;3;1;1;9;1990;2;2;2
T042;2201051;03337-055;5;64;5;0;2;-;10;6;3;-;6;2;2;2;1955;4;2;3
T098;2700409;03333-005;6;61;4;4;2;-;2;6;1;1;4;1;2;7;1965;3;1;2
T199;2401305;04194-500;6;13;3;0;1;4;1;3;3;-;4;1;1;2;1974;1;2;3
T051;2902401;04194-490;5;62;1;4;2;-;5;1;2;-;10;1;2;2;1995;2;2;1
T083;2301703;04194-480;1;62;6;0;2;-;5;7;1;3;4;2;2;2;1992;2;1;1
T147;2201101;04856-680;5;15;2;2;2;-;2;5;3;-;4;2;1;6;1988;4;2;2
T039;2101103;04194-360;5;64;1;4;1;3;4;7;3;-;2;2;1;12;1962;2;1;1
T029;2100055;04856-710;1;53;3;1;2;-;3;5;3;-;4;1;2;2;1955;3;2;1
T040;2400208;04856-630;6;51;2;2;2;-;3;7;2;-;4;2;2;11;1974;4;1;1
T125;2101202;04856-720;1;65;6;2;1;2;10;1;3;-;4;2;1;1;1985;2;2;1
T144;2101251;04856-670;6;52;3;1;2;-;5;5;2;-;12;2;2;1;1984;2;2;1
T061;2101301;04856-650;6;53;5;3;2;-;8;1;2;-;1;2;1;6;1968;1;1;2
T018;2101350;04194-470;1;61;5;1;1;4;6;1;1;1;1;2;1;11;1991;2;1;3
T145;2902500;04856-620;5;15;1;1;2;-;3;1;3;-;10;1;2;12;1980;2;1;3
T043;2902609;04194-460;5;65;3;0;2;-;2;3;1;3;1;2;1;5;1990;1;2;2
T109;2201150;04194-400;6;14;1;1;1;1;8;7;2;-;10;1;1;11;1990;3;2;1
T040;2301802;04194-410;6;63;6;0;1;3;1;5;2;-;4;2;1;10;1984;4;1;1
T027;2101400;04194-420;1;61;1;2;1;1;1;4;1;3;4;1;2;8;1993;3;2;3
T131;2301851;04194-430;5;11;6;0;2;-;10;3;3;-;1;2;2;9;1977;5;2;3
T122;2501500;04194-440;6;64;1;3;1;1;2;2;1;3;1;2;1;11;1978;3;2;2
T117;2902658;02635-175;6;52;1;2;1;1;10;2;1;3;3;1;1;5;1962;1;2;2
T140;2501534;04856-640;6;51;6;0;2;-;5;1;1;2;6;2;1;9;1997;4;1;3
T127;2401453;02807-130;6;64;4;1;2;-;7;1;3;-;12;1;2;9;2000;3;2;3
T147;2301901;02635-173;6;11;5;3;1;6;9;4;2;-;3;2;1;1;1962;3;2;1
T141;2401503;08180-660;6;53;4;1;2;-;1;2;2;-;12;1;1;6;1956;1;2;2
T080;2902708;08180-670;5;13;1;0;2;-;5;5;3;-;10;2;1;5;1966;2;1;2
T193;2201176;08180-680;6;14;2;0;2;-;10;5;1;3;1;2;1;7;1968;4;1;2
T141;2902807;08180-690;5;13;1;2;1;4;2;5;3;-;1;2;2;3;1981;1;2;2
T049;2601300;08180-700;6;61;2;0;2;-;7;6;3;-;1;2;1;9;1953;1;1;3
T098;2501609;08180-710;5;63;4;2;1;2;6;4;3;-;6;2;2;9;1971;5;1;2
T039;2501575;08180-720;1;11;5;4;1;5;4;6;3;-;4;2;1;10;1997;4;1;1
T159;2700508;08180-730;6;53;3;4;2;-;10;3;1;1;10;2;2;9;1964;5;2;3
T052;2700607;08180-740;5;11;1;4;2;-;8;1;1;1;2;1;2;12;1997;1;2;1
T082;2501708;08180-750;5;12;1;0;1;2;3;4;1;2;2;1;2;10;1953;4;2;1
T050;2902906;08180-760;6;11;4;4;1;5;5;1;2;-;2;1;2;9;1951;1;1;1
T076;2101608;08180-770;6;65;4;2;1;4;3;4;2;-;6;2;1;5;1994;3;2;3
T080;2903003;08180-640;6;52;4;1;1;2;10;5;3;-;10;2;2;9;1973;3;1;3
T106;2903102;05307-171;1;51;6;0;1;2;10;3;2;-;10;2;2;8;1997;2;2;1
T097;2800605;08430-860;5;12;3;3;2;-;9;1;2;-;10;1;2;10;1969;4;1;2
T165;2201200;04847-230;5;15;1;1;2;-;8;5;3;-;4;1;2;3;1969;1;1;2
T169;2301950;04852-410;1;15;5;1;2;-;7;6;2;-;12;1;2;8;1963;4;2;3
T020;2903201;05307-179;1;64;1;0;2;-;5;4;2;-;12;1;1;11;1956;1;2;3
T139;2201309;05307-177;1;14;1;2;1;4;3;3;2;-;3;2;1;5;1985;2;2;1
T023;2101707;08180-780;1;65;1;2;2;-;3;2;3;-;2;1;1;11;1993;1;2;3
T057;2601409;05307-173;6;61;4;1;1;1;9;2;1;3;6;2;1;10;1999;2;1;2
T117;2903235;08180-790;5;14;1;1;1;5;6;1;1;2;4;2;2;3;1957;4;1;3
T171;2201408;04836-412;1;63;2;3;2;-;3;4;1;3;1;1;2;7;1969;5;2;2
T010;2903276;04836-411;1;11;6;0;1;4;5;3;1;2;4;1;2;1;1999;2;1;1
T177;2302008;02031-205;6;53;5;2;2;-;9;1;1;2;12;2;2;1;1983;1;2;3
T189;2302057;02952-165;6;61;2;4;1;6;1;4;3;-;10;1;2;2;1962;2;2;1
T133;2101509;04895-275;5;15;5;1;2;-;7;4;1;1;6;2;1;3;1969;1;2;1
T054;2700706;08180-630;5;11;4;1;1;5;3;1;3;-;6;2;1;10;1989;5;2;2
T055;2201507;05307-175;6;15;4;2;1;5;7;7;1;3;1;1;2;6;1991;4;2;3
T132;2302107;04859-355;5;62;3;2;2;-;9;5;1;2;12;2;1;11;1953;4;1;1
T160;2501807;02635-176;1;14;4;1;2;-;10;6;1;3;3;2;1;2;1957;1;2;2
T018;2501401;04960-105;5;53;6;0;2;-;8;1;2;-;2;1;1;7;1974;5;2;3
T083;2401404;02280-330;5;15;3;4;2;-;3;6;2;-;1;1;2;8;1990;3;2;2
T138;2302206;04820-075;1;13;3;2;1;4;4;2;2;-;1;2;2;3;1972;2;1;2
T081;2302305;05207-220;5;12;5;4;1;1;2;4;2;-;3;1;1;5;1963;1;1;1
T115;2101772;04856-557;1;52;6;1;1;2;9;4;2;-;12;2;1;2;1952;1;1;3
T194;2201556;08452-425;5;64;1;2;1;2;10;4;3;-;3;2;2;5;1987;5;2;2
T005;2903409;08452-435;1;61;1;0;2;-;6;3;1;3;10;2;1;4;1979;5;1;3
T089;2903508;08452-445;1;63;2;2;2;-;3;3;1;1;3;2;1;4;1991;2;2;3
T175;2601706;08452-455;5;12;3;3;2;-;10;5;1;1;12;1;1;9;1969;1;1;2
T161;2700904;04859-335;1;12;3;3;1;3;5;1;2;-;10;2;1;9;1963;1;1;1
T153;2101731;03756-075;5;13;1;0;1;4;7;5;1;2;10;2;1;2;1957;4;1;3
T139;2700805;04859-340;1;53;5;4;1;1;2;1;1;3;1;1;1;2;1958;3;1;3
T091;2501906;08180-650;6;64;5;0;1;2;4;6;3;-;12;2;2;6;1997;2;1;1
T179;2601508;04859-385;6;64;5;4;2;-;7;5;1;1;12;1;1;6;2000;5;2;2
T079;2601607;08180-620;5;64;4;4;1;2;6;3;2;-;6;1;1;5;1950;3;1;1
T018;2502003;08180-600;1;14;3;4;2;-;2;7;2;-;4;1;2;11;1975;1;2;1
T158;2201572;05267-235;6;12;1;3;1;6;1;7;1;1;10;2;2;1;1969;2;1;2
T103;2201606;03736-005;5;62;3;3;1;1;4;4;1;1;10;1;2;4;1971;1;2;3
T116;2101806;04859-399;6;65;5;3;2;-;8;4;3;-;2;2;2;2;1975;3;2;2
T143;2401602;04859-345;6;65;1;3;2;-;1;7;2;-;12;2;1;5;1990;3;2;1
T043;2101905;04859-390;5;63;5;1;1;2;4;4;1;2;12;2;2;3;1992;2;1;2
T139;2502052;04859-350;1;62;2;1;1;4;10;7;2;-;2;2;2;8;1968;1;1;2
T050;2101939;04859-380;6;61;6;0;2;-;1;3;2;-;2;1;2;2;1987;2;2;2
T020;2201705;04859-375;1;12;2;3;2;-;2;6;2;-;1;2;1;10;1983;4;1;2
T015;2601805;04859-370;6;15;6;2;1;6;8;2;1;1;4;1;2;3;1974;3;1;2
T047;2201739;04859-365;1;51;4;1;2;-;3;2;3;-;3;1;2;5;1970;2;1;1
T050;2601904;04859-360;5;14;6;3;2;-;2;2;1;1;12;1;1;5;1971;2;1;2
T081;2903607;04847-210;5;62;2;2;1;5;9;1;2;-;2;1;1;3;1994;1;1;3
T079;2201770;04859-395;1;65;1;3;1;3;9;2;3;-;1;2;2;7;1954;1;1;2
T048;2903706;04963-250;1;65;1;1;2;-;7;7;2;-;3;2;2;5;1967;3;2;2
T065;2405306;08143-250;5;14;6;3;1;3;6;4;1;2;12;1;1;12;1982;1;1;1
T082;2502102;05164-128;6;51;2;4;1;2;3;5;3;-;2;2;2;7;1996;2;2;1
T058;2302404;05164-127;5;63;2;4;1;1;7;2;3;-;3;1;1;3;1956;5;1;1
T169;2101970;04186-015;5;15;5;1;1;3;4;3;3;-;12;2;1;3;1989;5;2;1
T084;2903805;02378-180;1;12;1;1;1;3;5;2;2;-;4;2;1;7;1956;1;1;3
T188;2502151;08151-605;5;15;6;3;1;6;7;7;2;-;1;1;2;5;1980;3;1;2
T046;2701001;04963-240;1;62;2;2;1;6;9;6;1;3;2;2;2;1;1963;3;1;3
T063;2201804;04963-195;5;65;1;3;2;-;10;2;2;-;10;1;2;3;1969;5;2;3
T167;2602001;04963-260;6;51;1;1;1;1;9;5;2;-;10;1;1;7;1990;2;1;1
T084;2401651;08245-475;6;51;6;2;2;-;5;3;1;2;1;1;2;11;1952;5;1;2
T091;2602100;05164-133;6;52;5;0;1;3;5;3;2;-;10;2;1;10;1965;2;2;1
T010;2102002;04963-290;1;64;4;4;2;-;9;6;2;-;4;2;1;7;1965;2;2;3
T164;2602209;05164-134;5;53;2;0;2;-;4;1;1;1;1;1;2;12;1978;5;2;3
T005;2903904;04963-225;1;63;6;0;1;3;5;4;3;-;6;2;1;1;1969;3;2;3
T128;2903953;04963-270;1;51;5;2;1;4;3;4;2;-;3;1;2;4;1995;4;1;3
T057;2102036;04963-185;1;14;5;4;1;1;8;7;2;-;12;1;2;11;1991;5;1;3
T087;2502201;04963-280;1;14;1;1;2;-;1;5;1;3;4;1;1;7;1966;3;2;3
T059;2201903;08151-625;6;65;5;2;2;-;1;2;1;1;2;2;2;5;1969;4;1;1
T041;2401701;08151-635;5;53;4;3;1;5;3;3;2;-;10;1;2;10;1966;3;1;1
T062;2102077;08151-645;6;61;1;3;2;-;9;6;3;-;10;2;1;1;1980;1;2;1
T020;2201919;08150-164;6;15;2;0;2;-;2;5;3;-;2;1;1;8;1981;2;1;2
T002;2502300;08150-168;5;51;5;4;1;6;3;5;2;-;12;1;1;2;1995;3;2;1
T146;2201929;08150-166;6;13;4;3;2;-;1;1;2;-;12;2;1;5;1974;4;2;2
T089;2904001;04963-230;5;53;6;2;1;1;9;3;2;-;3;1;1;7;1992;4;1;1
T101;2502409;08150-810;6;11;4;4;2;-;5;1;3;-;3;2;2;12;1978;3;1;1
T129;2904050;08143-240;6;61;3;4;2;-;4;3;1;3;1;1;2;11;1985;3;1;3
T150;2602308;08143-230;1;15;5;1;1;4;6;2;3;-;3;1;2;10;1985;1;2;1
T110;2502508;04862-030;6;13;4;0;2;-;4;6;1;2;12;1;1;12;1983;2;1;1
T038;2201945;08142-810;6;15;3;1;2;-;5;4;3;-;2;2;2;8;1955;3;2;1
T031;2800670;08142-800;6;65;4;1;1;5;3;7;2;-;2;1;2;2;1985;1;1;2
T036;2904100;08142-780;5;53;4;4;1;5;4;6;2;-;4;2;2;10;1981;2;1;1
T159;2502706;08142-760;5;62;1;2;1;5;10;7;1;3;3;2;2;8;1987;3;1;2
T006;2904209;04962-000;1;51;1;2;2;-;6;4;1;3;1;2;2;12;1954;5;1;1
T164;2701100;04965-140;5;62;3;4;1;3;9;7;1;1;1;2;2;3;1995;3;1;2
T069;2201960;04963-010;6;52;6;4;1;1;2;1;3;-;1;2;1;7;1965;1;2;3
T022;2602506;05164-129;6;64;1;4;2;-;7;7;2;-;2;2;2;11;1988;3;2;1
T138;2401800;08150-820;1;64;3;1;1;5;3;4;1;3;3;2;2;4;1973;5;1;1
T027;2602605;08131-325;6;52;2;0;1;3;1;7;1;1;10;2;2;2;2000;2;1;2
T143;2102150;02366-265;5;63;6;1;1;1;4;5;2;-;4;1;1;6;1991;3;2;3
T023;2502805;05797-010;6;15;4;1;1;3;6;2;3;-;6;1;1;10;1986;1;2;2
T180;2201988;08490-630;1;11;6;3;1;3;7;2;3;-;1;2;1;1;1990;1;1;3
T049;2502904;08490-640;5;51;3;4;1;2;3;3;3;-;1;2;2;9;1991;5;2;1
T132;2800704;03277-025;6;14;6;2;1;3;1;4;3;-;4;2;1;9;1962;2;2;1
T059;2302503;05396-465;6;65;1;0;2;-;2;6;3;-;4;1;2;6;1979;4;1;2
T185;2102101;08121-106;5;12;3;0;1;1;3;6;3;-;6;2;2;9;1966;1;2;2
T151;2904407;08121-103;6;13;2;0;1;5;1;3;1;2;4;1;2;8;1993;5;1;2
T069;2602407;05164-137;5;61;1;3;1;2;1;5;1;1;10;1;2;12;1986;5;1;3
T071;2904308;05164-139;1;12;3;0;1;1;6;6;3;-;4;1;2;9;1968;1;1;1
T017;2904506;02365-010;5;11;4;0;1;3;9;7;1;3;12;1;2;10;1971;4;2;1
T066;2904605;08111-730;5;53;3;1;2;-;7;5;1;2;12;2;2;6;1986;1;1;3
T086;2602704;08111-785;5;62;3;3;1;1;9;7;3;-;10;1;1;6;1955;3;1;1
T189;2904704;08111-780;1;52;6;1;1;3;8;4;3;-;6;1;2;10;1992;2;1;3
T016;2102200;08111-775;6;52;5;2;2;-;9;3;2;-;6;1;1;12;1986;1;2;3
T024;2102309;08111-770;5;13;2;0;2;-;1;1;2;-;1;1;2;3;1977;1;2;3
T030;2202000;08430-865;1;15;4;2;1;6;7;7;1;1;10;1;1;7;1957;5;2;2
T123;2202026;08111-765;6;15;6;4;2;-;5;3;3;-;1;2;1;10;1994;4;2;1
T135;2102325;08111-760;6;61;4;3;2;-;4;3;2;-;12;1;1;8;1964;1;2;3
T125;2904753;08111-755;6;14;6;1;2;-;8;1;2;-;4;1;1;2;1987;4;1;2
T119;2102358;08111-750;6;52;2;1;1;4;1;2;1;2;1;1;2;2;1985;5;1;3
T144;2602803;08111-745;5;61;3;1;1;2;4;6;2;-;2;2;1;1;1995;1;1;2
T068;2503001;08150-265;5;52;5;1;1;5;9;3;2;-;2;1;2;3;1968;1;2;2
T050;2904803;08111-735;1;62;5;2;2;-;10;5;1;2;2;1;1;12;1952;2;1;3
T119;2503100;08111-800;6;14;2;1;2;-;10;4;1;3;12;1;2;8;1977;2;2;2
T116;2904852;03383-105;5;12;5;1;1;1;3;5;2;-;10;2;1;9;1959;3;1;2
T092;2202059;04883-405;1;62;3;0;2;-;1;1;1;1;12;1;2;8;1953;3;2;3
T062;2503209;04963-300;1;61;2;0;2;-;1;7;1;3;12;1;1;9;1958;4;1;3
T089;2602902;08130-465;5;14;6;2;1;4;4;6;2;-;3;1;1;3;1991;2;1;2
T048;2603009;08130-005;5;13;6;3;2;-;3;5;3;-;4;2;2;8;1994;3;2;3
T043;2904902;08150-162;6;11;1;1;1;2;1;7;3;-;6;2;2;3;1979;3;1;2
T191;2503308;08150-160;1;12;5;3;1;1;7;5;3;-;4;1;1;2;1970;3;1;3
T142;2102374;08150-158;6;12;2;1;2;-;4;5;2;-;1;1;2;2;1964;4;2;2
T128;2603108;08150-156;6;63;6;4;2;-;7;1;1;3;10;1;1;4;1973;2;2;3
T045;2503407;08150-154;1;53;1;0;2;-;9;2;2;-;10;1;1;9;1986;1;2;3
T011;2503506;08111-740;6;61;2;3;2;-;3;7;1;1;6;1;1;6;1961;4;1;3
T021;2503555;08150-700;1;13;3;1;1;5;5;7;2;-;2;1;2;11;1986;1;2;3
T060;2701209;08142-790;5;63;3;3;1;2;6;4;2;-;3;1;1;11;1951;3;1;3
T063;2905008;08150-152;1;51;3;3;1;1;1;1;3;-;12;1;1;8;1965;2;2;2
