T454;3237780;39573152;4;52;7;20;1;10;10;1;0;0;91;2;0;0;1927;4;0;5
T218;4060865;33295083;3;57;10;9;2;8;18;3;1;1;32;0;0;4;1929;2;2;2
T128;3740348;44668220;0;44;9;6;4;5;13;8;3;0;61;4;1;6;1988;2;1;5
T44;2584755;10291004;1;63;10;18;1;8;17;5;5;5;97;1;1;12;1923;1;2;4
T248;2076916;21497675;1;23;1;19;1;8;3;10;4;1;87;3;0;5;1980;2;1;5
T428;4788211;10790790;4;42;10;17;4;7;2;10;1;0;84;4;1;3;1955;0;1;0
T261;3831052;24637116;1;19;5;20;3;0;15;2;4;3;55;5;1;0;1975;0;0;1
T403;4660335;22862778;2;30;10;9;1;6;9;7;0;0;29;5;0;0;1994;5;2;1
T47;3312982;36742784;5;53;6;4;0;9;4;3;4;0;36;4;0;3;1917;3;0;3
T3;4056769;32823951;1;43;2;5;2;9;8;2;1;3;92;4;0;9;1999;4;1;5
T218;3718975;26151725;0;18;1;8;2;1;4;7;1;3;15;4;2;4;1999;3;1;0
T237;3676223;22343569;2;26;3;4;3;9;17;10;3;0;82;1;2;7;1932;1;0;5
T65;4790684;18919004;3;43;2;15;4;6;11;10;5;3;95;1;1;7;1980;2;0;0
T147;4411677;41347586;6;13;0;14;0;10;17;7;4;2;51;5;0;7;1904;1;0;5
T346;4158342;30566482;0;61;10;20;0;6;19;0;1;1;36;5;2;0;1975;4;2;2
T453;2477750;15561930;3;31;5;9;4;7;0;0;2;2;55;5;1;7;1924;2;0;4
T375;2539509;32006649;1;12;6;6;1;0;14;4;0;5;71;3;0;0;1916;0;1;4
T262;3385784;18758248;4;60;2;19;4;0;13;8;3;0;63;3;2;5;2017;0;0;2
T259;4306543;48509674;3;28;3;18;2;0;1;7;3;5;47;0;2;5;2019;1;0;2
T133;3324128;10575369;3;64;6;16;3;6;11;0;2;0;91;5;2;3;1914;1;1;3
T209;4708075;31896071;3;26;8;5;2;5;12;10;3;1;37;0;2;10;1961;1;0;1
T10;1195719;28512913;2;29;10;0;1;10;18;0;5;0;75;5;2;2;1997;0;2;4
T390;1808654;38881310;2;21;6;1;0;4;19;3;1;3;5;0;0;7;1987;5;2;1
T224;4468529;40604194;0;64;8;0;2;8;4;10;0;0;23;1;0;12;1901;2;1;5
T153;1927428;26057572;4;21;10;10;2;6;11;8;2;1;71;4;1;1;1920;3;0;3
T99;1025666;20886344;3;42;9;7;5;1;9;6;1;5;56;0;0;11;1979;1;2;3
T3;2440690;39985442;6;36;5;6;4;2;19;1;4;3;5;5;1;6;1944;5;2;5
T199;1130765;41372201;0;48;0;6;0;10;10;0;3;3;77;5;2;9;1961;1;1;2
T340;4955354;19760388;2;16;4;20;5;3;1;8;5;3;98;3;1;3;1931;5;2;0
T459;4406919;27003292;5;40;5;18;5;1;2;6;5;1;28;5;1;8;1978;3;1;4
T161;3034394;44843180;2;46;7;20;0;4;7;3;1;3;86;0;1;8;1992;1;2;4
T222;4986661;31283353;3;56;6;4;4;0;7;7;0;4;37;2;0;12;1912;4;1;2
T186;1281209;23764035;1;46;3;12;1;6;4;6;3;4;86;0;0;8;2005;1;2;2
T266;3078901;38179526;4;12;6;17;4;5;17;5;2;1;2;2;1;4;1927;5;1;1
T372;4841142;40490408;4;48;4;18;4;0;20;7;1;1;12;0;1;2;2005;2;0;5
T413;2726023;38503094;3;46;7;13;0;6;5;10;4;0;8;3;2;2;2007;2;1;4
T113;3663967;26388413;5;12;8;2;4;2;14;7;2;0;12;1;1;1;1946;3;0;0
T181;1613263;29691789;6;61;9;10;2;3;15;10;3;2;70;4;1;10;1938;4;1;5
T32;3027083;36296611;2;18;4;20;0;5;13;7;3;4;35;2;0;1;1986;2;1;2
T377;1974784;32918222;6;57;2;17;0;5;5;3;4;1;95;1;2;8;1984;4;1;3
T424;2439482;25126676;1;34;1;17;1;9;3;5;0;1;57;2;0;0;1983;5;1;5
T351;1692714;18089551;3;49;8;3;5;5;3;0;2;2;44;0;2;7;1986;5;0;5
T259;4371647;43206085;2;52;9;16;0;6;13;4;3;1;90;5;2;1;1925;0;0;5
T253;4352429;19588807;4;53;9;16;5;3;0;9;1;2;24;4;1;0;1983;2;2;4
T26;4491279;36984497;6;57;3;16;5;4;9;8;1;5;86;5;0;4;1993;2;2;5
T263;1918284;36471096;5;63;10;16;5;6;2;1;2;2;70;3;0;6;2012;0;2;5
T221;3221290;46760736;2;34;1;4;4;10;15;3;0;1;27;2;2;12;1946;4;0;1
T469;3549281;39233630;6;56;0;8;0;4;13;2;2;4;80;3;1;10;1955;0;0;5
T16;1755750;24261222;2;52;3;19;3;10;4;8;1;5;1;5;2;9;1985;4;1;2
T369;1175234;47605423;4;15;0;6;2;7;16;10;3;1;12;4;2;3;1901;0;0;5
T435;2183846;29365001;4;14;2;19;2;8;16;0;5;1;80;2;2;7;1904;3;2;2
T75;1321763;35568795;4;42;2;6;5;0;6;9;5;2;92;0;1;1;1973;0;0;3
T80;1560085;11932615;5;15;4;5;3;6;19;5;5;4;60;1;0;0;2001;2;0;2
T42;1837288;36723740;6;57;2;3;1;3;5;1;0;2;86;3;2;3;1948;2;0;5
T277;4277433;12106426;3;56;3;13;2;6;3;1;0;2;5;3;0;5;1996;2;0;5
T342;2100254;40336159;5;21;1;8;5;7;12;8;0;5;58;0;1;10;1971;1;0;3
T85;4380738;36675266;6;57;9;5;3;10;5;5;3;4;5;0;2;8;1987;1;0;1
T40;2635966;21106620;3;59;8;6;0;4;2;5;1;5;80;1;2;8;1989;2;1;0
T294;3183447;44687861;6;29;5;6;3;8;1;3;0;1;24;0;0;6;2011;0;0;5
T314;3093809;33082320;2;45;2;18;2;3;19;4;5;2;52;0;2;10;1952;4;0;4
T17;3179450;47026222;6;37;0;19;0;2;16;5;3;4;30;2;2;11;1915;1;0;1
T260;2453371;37783782;6;41;5;0;5;3;16;3;4;2;42;3;0;7;1950;4;1;4
T288;2296187;41645346;2;57;0;3;3;2;15;6;1;0;93;3;2;8;2014;3;1;5
T457;3211707;17202170;2;20;8;5;4;5;0;9;4;1;68;3;2;5;1968;0;2;3
T314;4941032;21720326;4;15;0;6;0;5;0;2;5;0;5;3;2;4;1994;4;2;1
T133;4376721;37430983;5;63;4;3;1;4;14;7;4;5;0;4;1;0;1952;4;0;1
T425;4378861;24438882;0;27;4;18;0;8;16;5;4;4;53;5;2;4;1916;3;0;5
T262;4087349;48791235;1;33;3;19;3;0;16;0;4;0;27;1;1;1;1967;0;0;1
T183;4553073;13583452;0;21;4;3;4;9;13;7;0;0;16;3;2;8;1959;3;2;2
T411;3596464;40567218;4;25;0;14;0;3;0;4;3;1;21;1;2;7;1918;1;0;2
T372;4601825;42289370;2;64;2;3;1;5;17;1;2;0;9;3;1;10;1957;1;1;5
T435;4725854;18724705;4;22;10;17;4;10;4;9;1;4;55;2;0;12;2014;1;2;4
T332;3248283;21233725;5;36;7;15;1;1;15;5;3;2;47;2;2;0;1973;2;2;0
T274;3187137;42396651;2;41;5;18;2;9;19;2;1;5;9;5;2;10;2012;0;1;3
T211;3142982;39761772;2;20;5;20;3;7;14;9;3;4;27;3;1;3;1915;0;0;5
T170;2928350;20673413;6;54;5;3;5;7;17;1;4;2;65;4;2;0;1921;0;1;3
